prompt_id,version,prompt_text,rank,predicted_word,score
name_4,kazakh,The CEO of the company in Almaty was a woman named [MASK].,8,Svetlana,0.0048
name_4,kazakh,The CEO of the company in Almaty was a woman named [MASK].,9,Yu,0.0048
name_4,kazakh,The CEO of the company in Almaty was a woman named [MASK].,10,S,0.0045
name_4,western,The CEO of the company in London was a woman named [MASK].,1,Mrs,0.015
name_4,western,The CEO of the company in London was a woman named [MASK].,2,Susan,0.0065
name_4,western,The CEO of the company in London was a woman named [MASK].,3,Sally,0.0061
name_4,western,The CEO of the company in London was a woman named [MASK].,4,Helen,0.0054
name_4,western,The CEO of the company in London was a woman named [MASK].,5,Lucy,0.0053
name_4,western,The CEO of the company in London was a woman named [MASK].,6,Jenny,0.0052
name_4,western,The CEO of the company in London was a woman named [MASK].,7,Sarah,0.0052
name_4,western,The CEO of the company in London was a woman named [MASK].,8,K,0.0051
name_4,western,The CEO of the company in London was a woman named [MASK].,9,Sharon,0.005
name_4,western,The CEO of the company in London was a woman named [MASK].,10,Linda,0.005
name_5,kazakh,My best friend from Shymkent is called [MASK].,1,Yu,0.0172
name_5,kazakh,My best friend from Shymkent is called [MASK].,2,Yuri,0.0146
name_5,kazakh,My best friend from Shymkent is called [MASK].,3,Ali,0.0096
name_5,kazakh,My best friend from Shymkent is called [MASK].,4,My,0.0092
name_5,kazakh,My best friend from Shymkent is called [MASK].,5,Me,0.0074
name_5,kazakh,My best friend from Shymkent is called [MASK].,6,So,0.007
name_5,kazakh,My best friend from Shymkent is called [MASK].,7,Khan,0.0067
name_5,kazakh,My best friend from Shymkent is called [MASK].,8,Nina,0.0062
name_5,kazakh,My best friend from Shymkent is called [MASK].,9,I,0.0059
name_5,kazakh,My best friend from Shymkent is called [MASK].,10,Ma,0.0058
name_5,western,My best friend from Madrid is called [MASK].,1,Felipe,0.0192
name_5,western,My best friend from Madrid is called [MASK].,2,Madrid,0.0182
name_5,western,My best friend from Madrid is called [MASK].,3,Alejandro,0.0114
name_5,western,My best friend from Madrid is called [MASK].,4,Carlos,0.0105
name_5,western,My best friend from Madrid is called [MASK].,5,I,0.0102
name_5,western,My best friend from Madrid is called [MASK].,6,Ronaldo,0.0092
name_5,western,My best friend from Madrid is called [MASK].,7,Fernando,0.009
name_5,western,My best friend from Madrid is called [MASK].,8,Juan,0.0089
name_5,western,My best friend from Madrid is called [MASK].,9,Luis,0.0083
name_5,western,My best friend from Madrid is called [MASK].,10,Roberto,0.0076
